txid,submit_ts_utc,confirm_ts_utc,confirm_block_height
1b63968bdfd3bffefb945e7c35733971f4994da14fdc8d51820843ed3defa807,2025-11-02T12:19:35.603000+00:00,2025-11-02T12:19:59+00:00,150
af4bff180dad60b92e87e91dd54d95d48c237ac21c46f9b7963c01f2be5c356e,2025-11-02T12:19:35.730881+00:00,2025-11-02T12:19:59+00:00,150
d8ff4fa4e87f6979b0df517b73ac6d4725d39998511b63299008c24347f7af0d,2025-11-02T12:19:35.866173+00:00,2025-11-02T12:19:59+00:00,150
4079919ca39b1dd80944232eb4043aedcbfb81877f9ea444b6fd0181e4bfebec,2025-11-02T12:19:35.994150+00:00,2025-11-02T12:19:59+00:00,150
4cbaad39383bbca9cce8af8cd96e4cd2fb36328561fc9047879a4fc03f3ab344,2025-11-02T12:19:36.120399+00:00,2025-11-02T12:19:59+00:00,150
adc88a26b0dec5685b7ea9348dfce7fa32d1136800571f554f5c9e6c14fbc9bf,2025-11-02T12:19:36.245800+00:00,2025-11-02T12:19:59+00:00,150
2b509c7d427ef772394b532dfcbccccaf6afc39a8273991b726fb1fa9f4bc406,2025-11-02T12:19:36.377525+00:00,2025-11-02T12:19:59+00:00,150
58adff536989c2797e39acce273577c70a28b73687c98868eae5d1070cfc269e,2025-11-02T12:19:36.545707+00:00,2025-11-02T12:19:59+00:00,150
764ef0162f7e014fdc125f89591d3a8e9aea6e3c2571b4653d62345097655aa1,2025-11-02T12:19:36.672272+00:00,2025-11-02T12:19:59+00:00,150
ad09f62577fe2df610d7c5b174f6525bfe9918085da14178ee394626851fd7ef,2025-11-02T12:19:36.799215+00:00,2025-11-02T12:19:59+00:00,150
c7fef615fe5dd4bff9aa2644b2f80a3a38d65ab13b2037824b01cac566d00e57,2025-11-02T12:19:36.930151+00:00,2025-11-02T12:19:59+00:00,150
f88abd9281d9e88c5a5bd551050703d049f6c3503c8bcb4764def39568923044,2025-11-02T12:19:37.054533+00:00,2025-11-02T12:19:59+00:00,150
a117d2883b8d9695736434c776cd5ee0ad507df6aff6121041735af21ab31566,2025-11-02T12:19:37.178065+00:00,2025-11-02T12:19:59+00:00,150
58bb5557dc66d087ef57c454777d746bb8cb42cb4663bb59883163f1bf48e820,2025-11-02T12:19:37.302003+00:00,2025-11-02T12:19:59+00:00,150
a4a449e888553b24cdc142134a889980f732fce5ac819925c84ed4113592833c,2025-11-02T12:19:37.425973+00:00,2025-11-02T12:19:59+00:00,150
ac5adb5a26e9c70e522cfadd0205982f7fa45b58b597e13fcd8ebf858ee05cef,2025-11-02T12:19:37.551983+00:00,2025-11-02T12:19:59+00:00,150
444d8694c64538b15723ab92457e5ce163ac0177a2b6d148b5d955497706ef8a,2025-11-02T12:19:37.675682+00:00,2025-11-02T12:19:59+00:00,150
7f32e1f241af9e7870f57b5a69c48bf1d6d7750ec1fc1a29ed187a997b4e2305,2025-11-02T12:19:37.798974+00:00,2025-11-02T12:19:59+00:00,151
