timestamp_utc,block_number,miner,block_hash
2025-11-02T12:49:42.780844+00:00,1,node05:18443,4b4e19659fc85f986fe6a7d839c7fccefeb8d523894fe04ba3866f0b014717ab
2025-11-02T12:49:47.820907+00:00,2,node03:18443,088a9fa81b9cc00de6871c241c68adee16ab948728ddf7199c7591dd42309f28
2025-11-02T12:49:52.860636+00:00,3,node05:18443,6d7d998a312142f2ad68ba1256c5d67472442dcb039088423fb8568c7d7ec54f
2025-11-02T12:49:57.884442+00:00,4,node04:18443,172ab844bb2bfce5fc1d6511bbaa029cd298a522789765c284c0f9691ea11798
2025-11-02T12:50:02.927082+00:00,5,node04:18443,5ed102fa366ea2aea28f832e288361534075446dcbbfffddeced632f55c5b091
2025-11-02T12:50:07.954005+00:00,6,node05:18443,0bf84fa572a8482729b92c695b845f079b4b9104c75314d9afc6ed9e53e54fd6
2025-11-02T12:50:12.986469+00:00,7,node02:18443,0d7e94c42cdf07be97ed2fdd0adaee0b7128be88108a53c1df88be947268a3d9
2025-11-02T12:50:18.068275+00:00,8,node01:18443,5e1dec2880621ccaae8dc49631a36dd2a9cc198925493c5aec66c9e4628bb71d
2025-11-02T12:50:23.157170+00:00,9,node04:18443,057bf547729a0bb3db1e257007874b2a7a0d733576c236456f731a185373bce1
2025-11-02T12:50:28.217142+00:00,10,node03:18443,47750a27b705292c0048089148216011a2b2412ff4248a9db8a8063d7c65c441
2025-11-02T12:50:33.279595+00:00,11,node04:18443,596406746ef8102d5a086c8dd943350aafa37a268b60d0fda75b0970d9d9f715
2025-11-02T12:50:38.302130+00:00,12,node05:18443,3b90ca57474dc0f21ecf4b75b95a2cd5c06db5ecb19854e1a7f7472ec9df1d0c
2025-11-02T12:50:43.357758+00:00,13,node05:18443,25e46e1805f9bc2a60c2796dcee1cb8e21da95fc5f4b19ec9ac04ed110d26433
2025-11-02T12:50:48.420368+00:00,14,node03:18443,52c85c923795c8ccfb632c64c9c34a3e3aff8c03e9c465271ca27f5e232137c8
2025-11-02T12:50:53.425370+00:00,15,node03:18443,39c17bcc30d7122ecf9ce5c94b21830e5fb3e5610833ac93010921ed5ccc47ea
2025-11-02T12:50:58.453944+00:00,16,node03:18443,46e0c34dde8da2c79f3794724a9166900f96b09842aed775cbe91cff96cdaa7c
2025-11-02T12:51:03.539269+00:00,17,node03:18443,1533456c39a8b82fd04c50bbe865646a479351c2e9b9269017b199826ffc0c35
2025-11-02T12:51:08.625159+00:00,18,node03:18443,2a9f6ecd4703118a75cef00406d758065ece5bd847800aa4c5112fd4218e4d5b
2025-11-02T12:51:13.687611+00:00,19,node03:18443,5aac7c43363a03c991817368da4622c8eba0e80d4639117579df8ea72d83407f
2025-11-02T12:51:18.800964+00:00,20,node02:18443,6ed2af36d5eede6fa3c6b82c5cb174f0b97d5b1898638b543c38ae89d5a80389
2025-11-02T12:51:23.817328+00:00,21,node03:18443,091540497d48d1181bbeb7ee0a02664b5da587dadb169563b117b3e26dbb1966
2025-11-02T12:51:28.939864+00:00,22,node01:18443,5b88967d12d72fb510fa73b49e75b6066b054b88140e0f3f0854139e5a078f1d
2025-11-02T12:51:33.960146+00:00,23,node03:18443,7e1f3e201485a100b8c3a79550c74c7e051475089750dc0dafabb8fe82e374ec
2025-11-02T12:51:39.026555+00:00,24,node05:18443,6361b60b60b72c1dddc2b1241c3ba3b6958b4d5d438b3b2ae91b042adb9f4831
2025-11-02T12:51:44.126368+00:00,25,node01:18443,567d291b2c5d6b0023f973d4427c93e8adf0c755e227a82af4710d408ced4973
2025-11-02T12:51:49.216966+00:00,26,node02:18443,59e87e6aa3de17d8c0285ba2c1d3ab857c5775c898b1a0c9965e9a3f177d7088
2025-11-02T12:51:54.284788+00:00,27,node04:18443,6f0c9057eda8ad21ea5fc4e40b3ea2683d4e2253584abfebaffa2184ad1b7394
2025-11-02T12:51:59.347151+00:00,28,node05:18443,0506f9b126911c690e7acfe807c944eef5f47f97c615a910e6a5924231631067
2025-11-02T12:52:04.597095+00:00,29,node03:18443,6cba061dd89466e8c07e81444795d86b3173286af891eae511deff08864ad274
2025-11-02T12:52:09.846217+00:00,30,node03:18443,6337c76ad082d749564e4b69d71b44739a9eb17cf9d3b5a1a847f9bd04f8170f
2025-11-02T12:52:15.174761+00:00,31,node03:18443,1ef6c8f2dce371d35538732e66141f4afdbcf1546c6fe6f27142133d014aeccb
2025-11-02T12:52:20.394092+00:00,32,node01:18443,41bd26f2b3f7836aa250d518944f5a31aa0b7867483c9d583817368778e83ff1
2025-11-02T12:52:25.634104+00:00,33,node02:18443,0af9c2800077d0acef501295fc5f3c6858ba1edbe6a8c40c4e9060c4132590ca
2025-11-02T12:52:31.011568+00:00,34,node02:18443,47523153b5e96471cf73034d0f69f19b7c78e2244be37eec981c94325f53d9f7
2025-11-02T12:52:36.353983+00:00,35,node05:18443,3fcf6e2da67831a1cc42a88697bdd2aae86fbb63fffd7da1ae67621745636569
2025-11-02T12:52:41.611856+00:00,36,node03:18443,024a6829d1af62c32f247e025b5a694747998b9f24e1a649aaac5dcfcb710fd5
2025-11-02T12:52:46.893953+00:00,37,node04:18443,48b9da096f7adf31e4875e7faec86d5d4aa0e5eb9589602a2260d0033d159368
2025-11-02T12:52:52.160009+00:00,38,node04:18443,345bff64f4d77eebd430bbae00439710bf3c4bfa2bb5a17f516b3d72c4041995
2025-11-02T12:52:57.495278+00:00,39,node03:18443,08eef4ee5d3c437a6f1a02dd82cf1e8d60673c95142cff855f4ce532a9ca9a8d
2025-11-02T12:53:02.800743+00:00,40,node02:18443,36905c4cb725ca94f5bc7a6d906bbad577ea814e1a612e0b4cbe5fc0349d4295
2025-11-02T12:53:08.085187+00:00,41,node03:18443,375b589ce0d7d9a960d48c57167bd5a17b41b82925ce20a784e4d46b22d8423f
2025-11-02T12:53:13.373451+00:00,42,node04:18443,6da3bc10cb93fd5f694717c5860ae6e158e5c0695adf003138e11b2d059ce375
2025-11-02T12:53:18.666207+00:00,43,node05:18443,7be4d2826f0818662c11f0925b3ff5392951271f9d06cf5ef22d4f2e12c2afbc
2025-11-02T12:53:23.985584+00:00,44,node03:18443,1f5c6f98e5f53ce9a5f7f0d7e636839b699567e43c3635d6891d72e2397b5a3b
2025-11-02T12:53:29.260448+00:00,45,node04:18443,1e007db8a06ae528873d6dadb119bcf75fbce7be09e01f7cb537e53c5f4c16b2
2025-11-02T12:53:34.496645+00:00,46,node03:18443,1de63c5de38124efc844769df51f70f1128ed4b4019f6ff1d62732e0b8022275
2025-11-02T12:53:39.778416+00:00,47,node02:18443,718601f26b98977b7f135ac2b535e7c80df4afc1c5362c5f1b0610d7b9f3cdc7
2025-11-02T12:53:45.114493+00:00,48,node03:18443,580a468566d1009c0bfaf7433830ced7b491ee93457a5e4fe5fdb70b20f984bb
2025-11-02T12:53:50.363334+00:00,49,node04:18443,3257fd1dc572a8e29055806cc061dae4709c9fc263da2fc542c81eb826b7cbcd
2025-11-02T12:53:55.589274+00:00,50,node02:18443,7829572856c91c9e0aefe9db7b4a99ee1a4793e361dc077a7219c29cb0f59461
2025-11-02T12:54:00.798042+00:00,51,node04:18443,5874bc8d9f93788d1a8551ebd55ea1415e386ec457da2e9c81d11622b0d73000
2025-11-02T12:54:06.110124+00:00,52,node04:18443,7867a5dbca1151bcca8eeaa91f2ded3ce671db955e9dae5cc31a9741d9f5d496
